cnpj,matriz_filial,nome_fantasia,situacao,data_inicio,cnae_principal,uf,municipio_cod,cep,bairro,ddd_1,telefone_1
59.180.804/0001-62,1,,02,20250129,4923002,DF,9701,72231406,CEILANDIA SUL (CEILANDIA),61,91833736
59.180.813/0001-53,1,,08,20250129,6202300,PR,7749,87701020,CENTRO,44,98900009
59.180.823/0001-99,1,,02,20250129,4520005,SC,8089,88817373,VILA FRANCESA,48,99985080
59.180.833/0001-24,1,,02,20250129,5320202,SC,8027,88901034,CIDADE ALTA,48,98045260
59.180.845/0001-59,1,,02,20250129,9602501,AL,2729,57350000,CENTRO,82,99968911
47.839.615/0001-70,1,M&P ENGENHARIA,02,20220905,7112000,MG,5097,35370000,CENTRO,31,96216820
59.180.865/0001-20,1,,02,20250129,1622699,MG,5371,39800075,ALTINO BARBOSA,31,90604790
55.810.193/0001-38,1,SUPER LED MATERIAL ELETRICO,02,20240704,4742300,MG,4553,35054891,CASTANHEIRAS II,33,98091709
59.180.887/0001-90,1,,02,20250129,4724500,GO,9403,76630000,RECANTO DAS ROSAS II  ITABERAI GO,62,96627527
57.923.267/0001-78,1,CASA DE CARNES BOI DE MINAS,02,20241031,4722901,MG,4865,39404143,JARDIM PRIMAVERA,38,98673199
56.458.162/0001-22,1,EZEQUIEL ALVES - MOVEIS PLANEJADOS,02,20240812,3101200,MG,4877,36888016,BOA VISTA,32,99889044
59.180.916/0001-13,1,,02,20250129,4930201,SC,8161,88317519,SANTA REGINA,47,88869954
59.180.930/0001-17,1,,02,20250129,8592999,SP,6887,13632048,VILA BRAZ,19,99389187
59.180.941/0001-05,1,EXPRESS PAY,03,20250129,6619302,RN,1761,59056180,LAGOA NOVA,55,85234923
59.180.952/0001-87,1,,02,20250129,4322302,RS,8541,95700828,VERONA,00,00000000
59.180.960/0001-23,1,,02,20250129,4789002,SP,6563,08580400,JARDIM MARAGOGIPE,11,81035712
59.180.971/0001-03,1,,02,20250129,5320201,SP,7107,05267000,JARDIM ANHANGUERA,11,65367259
59.180.981/0001-49,1,MARILI CORTINAS E DECOR,02,20250129,4759801,PR,7535,82920170,CAJURU,41,32432577
59.180.993/0001-73,1,,08,20250129,5819100,BA,3363,47811048,BELA VISTA,77,98568489
59.181.002/0001-77,1,,08,20250129,7729202,SC,8083,89700519,COLINAS,49,88326613
59.181.013/0001-57,1,,02,20250128,6911701,SP,6563,08597630,QUINTA DA BOA VISTA (INDUSTRIAL),11,94724478
59.181.025/0001-81,1,,08,20250129,4753900,GO,9373,74491220,RESIDENCIAL JARDINS DO CERRADO 1,62,92145405
59.181.033/0001-28,1,,02,20250129,8640207,RS,8801,91760310,JARDIM ISABEL,51,99148986
57.256.510/0001-41,1,DU ELSON HAMBURGUER E BEER,02,20240912,5611204,MG,5091,33925350,PEDRA BRANCA (JUSTINOPOLIS),31,98578595
59.181.053/0001-07,1,,02,20250129,5320202,SC,8105,88058336,INGLESES DO RIO VERMELHO,48,88441116
48.809.135/0001-29,1,GASPARETTO PEDRAS,04,20221205,2391503,RS,8687,99200000,FERROVIARIO,54,96896654
59.181.075/0001-69,1,,02,20250129,4783101,SP,7107,08372209,JARDIM DAS ROSAS (IGUATEMI),11,59722565
59.181.084/0001-50,1,,02,20250129,5320201,RJ,2913,26470230,JARDIM DELAMARE,21,83931897
59.181.093/0001-40,1,,02,20250129,8211300,SC,8047,89066001,ITOUPAVAZINHA,47,91423311
59.181.103/0001-48,1,,02,20250129,1091102,SP,6921,11700140,CANTO DO FORTE,13,81961552
59.181.114/0001-28,1,,02,20250129,4789004,SP,6401,06826000,JARDIM MARINA,11,62755104
59.181.127/0001-05,1,,02,20250129,9602501,SP,7107,03642030,PENHA DE FRANCA,11,0
59.181.137/0001-32,1,,08,20250129,6190699,MG,4123,31010360,SANTA TEREZA,31,99120536
59.181.148/0001-12,1,,02,20250129,4723700,BA,3849,41510237,SAO CRISTOVAO,71,91709930
59.181.160/0001-27,1,,02,20250129,4930201,SP,7075,09840530,DOS CASA,11,67224639
51.498.162/0001-32,1,,02,20230720,4930202,PR,7493,85804090,14 DE NOVEMBRO,45,88023837
59.181.177/0001-84,1,,08,20250129,5320201,AM,0255,69059559,SANTA ETELVINA,92,94708142
59.181.189/0001-09,1,,02,20250129,4923002,PR,7971,85892406,UNIAO,45,91218424
52.308.472/0001-00,1,,02,20230925,4744099,MG,4661,37464000,CENTRO,35,33611264
59.181.208/0001-05,1,,08,20250129,5229099,MS,9073,79824100,JARDIM AMERICA,67,92287476
59.181.218/0001-32,1,,02,20250129,9511800,SP,7107,04140010,CHACARA INGLESA,11,32143309
59.181.229/0001-12,1,,08,20250129,4930201,PR,9983,83823275,NACOES,41,95125189
59.181.239/0001-58,1,JOSI CORTINAS,02,20250129,4759801,SC,8179,89230100,JARIVATUBA,47,91070026
59.181.249/0001-93,1,,02,20250129,4923002,RJ,5869,26070578,MIGUEL COUTO,21,84033232
59.181.260/0001-53,1,,02,20250129,5611201,BA,3413,42800181,PONTO CERTO,71,99957732
59.181.268/0001-10,1,,02,20250129,4781400,RS,8599,95070160,BELA VISTA,54,81448255
59.181.278/0001-55,1,,02,20250129,5620104,MG,5403,38401845,MARIA REZENDE,34,91067983
59.181.287/0001-46,1,,02,20250129,9609208,SP,6619,13202281,VILA ISABEL EBER,13,96341485
59.181.299/0001-70,1,,02,20250129,9602501,SP,7145,18071060,IPANEMA VILLE,15,91519718
59.181.309/0001-78,1,,02,20250129,4781400,RR,0301,69317339,EQUATORIAL,95,84103102
59.181.319/0001-03,1,,08,20250129,4781400,PR,7777,84031295,UVARANAS,42,99552456
59.181.327/0001-50,1,,02,20250129,4399103,SC,8163,88220000,MORRETES,47,99447138
59.181.337/0001-95,1,,02,20250129,4530703,PE,2511,55825000,LOT PRIMAVERA,81,92798442
59.181.349/0001-10,1,,02,20250129,9602501,PE,2531,52030100,ENCRUZILHADA,81,97377934
59.181.357/0001-66,1,,02,20250129,8599699,SP,7107,04302021,PARQUE IMPERIAL,11,64646688
59.181.369/0001-90,1,,02,20250129,4781400,SP,7075,09760100,VILA TUPI,11,43603337
59.181.378/0001-81,1,,02,20250129,4930202,RJ,6001,23093430,CAMPO GRANDE,21,64755530
59.181.389/0001-61,1,,02,20250129,4721102,SP,7107,04286070,VILA MOINHO VELHO,19,92778098
59.181.399/0001-05,1,,08,20250130,4757100,SC,8105,88090490,MONTE CRISTO,48,96608771
54.691.111/0001-10,1,NARVIK SUBLIMACAO,02,20240411,4781400,MG,5133,34590390,NACOES UNIDAS,31,87055198
59.181.418/0001-95,1,,02,20250130,5912099,MG,5313,36540000,CENTRO,32,35361184
55.832.289/0001-05,1,,08,20240707,1422300,SC,8055,88353708,AGUAS CLARAS,47,92632303
59.181.431/0001-44,1,,02,20250130,0724301,AP,0605,68903419,UNIVERSIDADE,31,33931877
59.181.439/0001-00,1,CANTARELLI SERVICOS MEDICOS,02,20250130,8610101,RS,8801,90460050,PETROPOLIS,51,99740584
59.181.450/0001-70,1,,08,20250130,4763602,AM,0251,69830000,FATIMA,97,84381402
59.181.460/0001-06,1,,02,20250130,4923002,PE,2491,53060600,JARDIM ATLANTICO,81,92420444
59.181.471/0001-96,1,,08,20250130,5620104,RN,1761,59014520,TIROL,84,96611993
59.181.481/0001-21,1,,02,20250130,4729699,SC,8105,88056490,CACHOEIRA DO BOM JESUS,48,99151203
59.181.492/0001-01,1,,02,20250130,4755502,PE,2531,51230000,IBURA,81,99271697
59.181.501/0001-64,1,,02,20250130,8219999,RS,8801,90840380,SANTA TEREZA,51,96054312
59.181.515/0001-88,1,,02,20250130,4722901,CE,1389,60337190,CRISTO REDENTOR,85,86303433
59.181.527/0001-02,1,,02,20250130,8599699,MG,4647,37501562,SANTA ROSA,35,84185645
59.181.538/0001-92,1,,02,20250130,1359600,SP,7107,08111580,JARDIM MELIUNAS,11,89582422
59.181.548/0001-28,1,,02,20250130,9602501,RJ,5897,24743345,JOQUEI CLUBE,0,0
59.181.558/0001-63,1,,08,20250130,7319002,BA,3849,40140650,BARRA,71,96301124
59.181.569/0001-43,1,,08,20250130,5320202,RS,8801,91180536,COSTA E SILVA,51,86444218
59.181.580/0001-03,1,,08,20250130,4781400,SP,6689,09350120,VILA INDEPENDENCIA,11,83333941
59.181.592/0001-38,1,,02,20250130,0159802,SP,6625,06950000,SENHORINHAS,11,41996485
59.181.605/0001-79,1,,08,20250130,5611203,PI,1219,64049300,JOQUEI,86,99870647
59.181.616/0001-59,1,,02,20250130,4729699,PR,7563,85852070,MARACANA,45,99804341
59.181.625/0001-40,1,,08,20250130,8599699,SP,7107,08230023,VILA TAQUARI,11,20530547
59.181.635/0001-85,1,,02,20250130,7319002,PE,2423,55900000,CENTRO,81,82730197
59.181.647/0001-00,1,,02,20250130,4721103,RJ,5847,27965055,SAO JOSE DO BARRETO,22,92426596
47.618.203/0001-00,1,,02,20220818,4399103,RJ,6001,21865330,BANGU,21,79605897
59.181.667/0001-80,1,,02,20250130,4729601,PA,0567,68554715,MARECHAL RONDON,94,91045196
59.181.680/0001-30,1,,02,20250130,8592999,SP,6789,06213070,PRESIDENTE ALTINO,11,36852754
59.181.690/0001-75,1,,02,20250130,5320202,AC,0139,69911536,JOAO EDUARDO II,68,92355935
59.181.702/0001-61,1,,02,20250130,5611204,AM,0255,69095506,CIDADE NOVA,92,94704604
59.181.712/0001-05,1,,02,20250130,5320202,AC,0139,69911458,JOAO EDUARDO I,68,84043288
59.181.717/0001-20,1,,08,20250130,4781400,RO,0003,76808020,COHAB,69,81051751
59.181.723/0001-87,1,SU COMPANY,02,20250130,6311900,BA,3611,45630000,CENTRO,73,81811034
59.181.734/0001-67,1,,08,20250130,5620104,RJ,6001,21853560,BANGU,21,70435196
59.181.741/0001-69,1,BELA VISTA PLANETH COMPENSADOS E LAMINADOS COMERCIO,02,20250130,1621800,PA,0583,68633000,SANTAREM,94,84486072
59.181.752/0001-49,1,,02,20250130,7319002,SP,7107,01310200,BELA VISTA,11,20917650
59.181.763/0001-29,1,PRISCILA BEZERRA,02,20250130,8630503,PA,0427,66033590,JURUNAS,91,93490568
59.181.774/0001-09,1,,02,20250130,8599604,BA,3515,44094006,35O BI,73,99064251
59.181.785/0001-99,1,,02,20250130,5320201,SP,6291,13058490,JARDIM NOVA ESPERANCA,19,81420657
59.181.795/0001-24,1,,08,20250130,5320202,PR,7859,86430000,VILA SETTI,43,88673224
59.181.806/0001-76,1,,02,20250130,4923002,SP,6921,11722005,VILA SONIA,13,35966914
59.181.815/0001-67,1,,02,20250130,3314719,BA,3849,40045180,SAUDE,71,92465700
59.181.824/0001-58,1,,08,20250130,2542000,ES,5703,29117210,ALVORADA,27,95822141
59.181.836/0001-82,1,JS GESTAO TECNOLOGICA E CONSULTORIA,02,20250130,9511800,MG,4133,32685004,AMAZONAS,31,35349074
59.181.845/0001-73,1,LOBO HOLDING,02,20250130,6822600,PA,0483,68504034,NOVA MARABA,94,81544559
59.181.856/0001-53,1,,08,20250130,7490104,MG,4123,30130138,SAVASSI,21,30057623
59.181.865/0001-44,1,,02,20250130,4751201,SC,8105,88075330,BALNEARIO,48,98558650
59.181.877/0001-79,1,MAGAL CENTRO AUTOMOTIVO,02,20250130,4520001,MG,4371,32041590,ALVORADA,31,92819701
59.181.886/0001-60,1,,08,20250130,8599699,MG,4123,30380220,CIDADE JARDIM,31,99217005
59.181.895/0001-50,1,ELLO EMPREENDIMENTOS,02,20250130,4110700,RS,8729,95900174,CENTRO,51,37481633
59.181.906/0001-00,1,,08,20250130,5229099,AL,2785,57063880,SANTA AMELIA,82,93544647
58.781.400/0001-61,1,,08,20250111,4789001,AL,2785,57072760,CIDADE UNIVERSITARIA,82,32812573
59.181.928/0001-62,1,,02,20250130,1622699,RJ,6001,22795565,RECREIO DOS BANDEIRANTES,21,31513147
59.181.940/0001-77,1,WBR COMERCIO,02,20250130,4781400,SP,7107,03019000,BRAS,11,87607007
59.181.950/0001-02,1,,02,20250130,4520002,MG,4445,35501175,TIETE,31,99738893
59.181.961/0001-92,1,CENTRO OFTALMOLOGICO DO NUCLEO BANDEIRANTE,08,20250130,8630503,DF,9701,71715520,NUCLEO BANDEIRANTE,61,81467089
59.181.973/0001-17,1,,08,20250130,4712100,PE,2567,55565000,ZONA RURAL,81,93074186
59.181.985/0001-41,1,,02,20250130,4771701,MS,9051,79042660,JARDIM JERUSALEM,67,32135050
53.251.396/0007-00,2,,02,20250130,4635402,CE,1389,60874380,PAUPINA,11,87974445
