cnpj,matriz_filial,nome_fantasia,situacao,data_inicio,cnae_principal,uf,municipio_cod
66.626.523/0001-56,1,,02,20260506,4744001,MS,9143
66.626.534/0001-36,1,,02,20260506,0161003,SP,6689
66.626.545/0001-16,1,,02,20260413,6911701,PI,1199
66.626.555/0001-51,1,IKIGAI MARKETING,02,20260506,7319003,SP,7107
66.626.564/0001-42,1,,02,20260506,8219999,SC,8233
66.626.576/0001-77,1,,02,20260506,8219999,SP,6601
66.626.587/0001-57,1,,02,20260506,9602501,SC,8369
66.416.395/0001-16,1,,08,20260423,2539001,MG,4371
66.626.606/0001-45,1,,02,20260506,5320201,PR,7535
66.626.618/0001-70,1,,02,20260506,7319002,MG,4481
66.626.628/0001-05,1,,02,20260430,8219999,PR,7751
66.626.639/0001-95,1,,02,20260506,4399103,MS,9137
66.626.650/0001-55,1,,02,20260506,3101200,RJ,6001
66.626.661/0001-35,1,,02,20260506,6209100,DF,9701
66.626.671/0001-70,1,,02,20260506,4789001,DF,9701
66.626.682/0001-50,1,,02,20260506,9602501,GO,9373
66.626.692/0001-96,1,,02,20260506,8599699,MS,9011
66.626.703/0001-38,1,,02,20260506,4723700,RS,8541
66.626.715/0001-62,1,,02,20260506,3329501,GO,1050
66.626.724/0001-53,1,,02,20260506,9602501,SP,6679
66.626.734/0001-99,1,SR. ADEBALDO,02,20260506,1091102,PI,1043
66.626.744/0001-24,1,,02,20260506,7319002,PA,0545
66.626.756/0001-59,1,,02,20260506,4520001,ES,5625
66.626.767/0001-39,1,,02,20260506,5320201,CE,1373
66.626.777/0001-74,1,,02,20260506,4789005,SP,6291
66.626.786/0001-65,1,,02,20260506,5320201,PR,7885
66.626.796/0001-09,1,,02,20260506,3314710,GO,9373
66.626.807/0001-42,1,,02,20260506,5320201,MA,0921
66.626.817/0001-88,1,SELECTION DISTRIBUIDORA E TABACARIA PANDA,02,20260505,4723700,BA,3495
66.626.828/0001-68,1,SANTOS SILVA REPRESENTACOES,02,20260505,4619200,PA,0579
63.718.014/0001-65,1,HF SPORTS,02,20251006,9312300,GO,9227
66.626.849/0001-83,1,,02,20260506,9329899,PR,7493
66.626.859/0001-19,1,,02,20260506,5611201,SP,6377
66.626.871/0001-23,1,,02,20260506,8630504,PR,7667
66.626.881/0001-69,1,,02,20260506,5611201,BA,3661
66.626.891/0001-02,1,,02,20260506,4930202,CE,1495
66.626.901/0001-00,1,ASSOCIACAO DOS COLABORADORES DA EBRAZ EXPORTADORA - ACE,02,20260413,9430800,BA,3669
66.626.911/0001-37,1,,02,20260506,9529199,SP,6687
66.626.921/0001-72,1,,02,20260506,7319002,MG,4123
59.698.351/0003-22,2,,02,20260506,4722901,ES,5625
66.626.939/0001-74,1,ACLIV,02,20251222,9319101,BA,3691
66.626.950/0001-34,1,,02,20260506,9329899,RJ,6001
66.626.962/0001-69,1,,02,20260506,4789099,PA,0048
66.626.972/0001-02,1,,02,20260506,7319002,RJ,6001
66.626.983/0001-84,1,,02,20260414,6911701,BA,3849
66.626.992/0001-75,1,,02,20260506,9602502,MG,4939
66.627.003/0001-68,1,,02,20260506,8599603,AM,0255
66.627.012/0001-59,1,,02,20260506,5819100,PR,7513
66.627.023/0001-39,1,,02,20260506,5611201,BA,3889
66.627.033/0001-74,1,,02,20260506,9511800,PR,7563
66.627.044/0001-54,1,,02,20260506,4724500,PE,2521
66.627.055/0001-34,1,,02,20260506,8599604,SP,7107
62.763.720/0002-47,2,HOME 10 LOJA DE DEPARTAMENTOS,02,20260506,4781400,SC,8055
66.627.074/0001-60,1,,02,20260506,9700500,MG,4123
66.627.086/0001-95,1,,08,20260506,4330404,CE,1389
66.627.096/0001-20,1,,02,20260506,8219999,MG,4123
66.627.106/0001-28,1,,02,20260506,8230001,MG,5249
66.627.116/0001-63,1,HABMED RESSONANCIA MAGNETICA,02,20260505,8640206,BA,3083
66.627.127/0001-43,1,,02,20260506,5620104,RJ,5801
66.627.135/0001-90,1,FABRICA DE SENTIDOS,02,20260505,8650003,RJ,6001
66.627.146/0001-70,1,,02,20260506,9001906,SP,6291
66.627.156/0001-05,1,,02,20260506,6190699,SP,6401
66.627.168/0001-30,1,,02,20260505,8599604,RS,8801
66.627.179/0001-10,1,,02,20260506,7319002,MG,5401
66.627.190/0001-80,1,JL SOLUCOES ESCRITORIO VIRTUAL,02,20260506,8211300,SE,3105
66.627.201/0001-21,1,,02,20260506,4399103,SC,8045
66.627.212/0001-01,1,,02,20260417,6822600,PR,7691
66.627.223/0001-91,1,,02,20260504,0111302,SP,6565
66.627.235/0001-16,1,,02,20260506,8219999,SP,7107
66.627.246/0001-04,1,GF 47 CAPITAL LTDA.,02,20260505,6462000,SC,8265
66.627.256/0001-31,1,,02,20260430,4930201,PR,7535
66.627.268/0001-66,1,,02,20260506,9602502,ES,5703
66.627.279/0001-46,1,,02,20260506,9602501,CE,1527
66.627.288/0001-37,1,,08,20260506,4923002,GO,9373
66.627.299/0001-17,1,AUGIMEC ENGENHARIA,02,20260505,7112000,MG,4521
66.627.309/0001-14,1,,02,20260506,8592902,MG,4305
66.627.320/0001-84,1,,02,20260506,4712100,GO,9473
66.627.329/0001-95,1,,02,20260506,5620101,SP,6831
66.627.339/0001-20,1,,02,20260506,1359600,MG,5403
66.627.350/0001-90,1,,02,20260506,5611203,SP,6563
66.627.361/0001-70,1,TRANSPORTES FERNANDES,02,20260506,4930203,RN,1605
66.627.372/0001-50,1,,02,20260506,7319002,SC,8327
66.627.383/0001-30,1,,02,20260506,4781400,BA,3769
66.627.393/0001-76,1,,02,20260506,5320201,MG,4111
66.627.404/0001-18,1,,02,20260506,4772500,SP,7107
66.627.416/0001-42,1,JRP & GMP LTDA,02,20251218,6463800,MG,5403
66.627.428/0001-77,1,,02,20260506,8599604,MG,4123
66.627.439/0001-57,1,S.O.S TETO COMERCIO DE PECAS E ACESSORIOS,02,20260415,4520007,SP,6291
66.627.450/0001-17,1,,02,20260506,8219999,SP,6181
66.627.461/0001-05,1,,02,20260506,9700500,MT,9907
66.627.473/0001-21,1,,02,20260506,8599603,SP,7107
66.627.483/0001-67,1,VILAS ASSESSORIA E CONTABILIDADE,02,20260506,6920601,BA,3515
66.627.492/0001-58,1,,02,20260506,9602502,MS,9051
66.627.503/0001-08,1,VIXO,02,20260504,6491300,PA,0509
66.627.513/0001-35,1,,02,20260506,4781400,SP,7005
66.627.525/0001-60,1,MS ADMINISTRACAO DE IMOVEIS,02,20260501,6810202,PR,7535
66.627.536/0001-40,1,,02,20260506,4781400,BA,3849
66.627.546/0001-85,1,,02,20260506,4729699,GO,9373
66.627.557/0001-65,1,OBRA PRONTA,02,20260505,4744099,SP,6161
66.627.567/0001-09,1,,02,20260506,7319002,MS,9093
66.627.577/0001-36,1,,02,20260506,6209100,MG,4479
66.627.587/0001-71,1,TOLDOS BARBOSA,02,20260506,4759899,BA,3117
66.627.599/0001-04,1,,02,20260506,4399103,MG,4647
66.627.608/0001-59,1,,02,20260506,5912099,GO,9373
66.627.619/0001-39,1,,02,20260506,9700500,DF,9701
66.627.630/0001-07,1,,02,20260506,4729699,SP,7157
66.627.641/0001-89,1,,02,20260506,5320202,SP,7107
66.627.418/0001-31,1,,02,20260506,4399103,PR,7455
66.627.663/0001-49,1,,08,20260506,4781400,AL,2705
66.627.674/0001-29,1,HELEN LIMA SERVICOS ADMINISTRATIVOS,02,20260506,8211300,RS,8511
66.627.684/0001-64,1,,02,20260506,8219999,GO,9373
66.627.695/0001-44,1,,02,20260506,8599605,PR,7445
66.627.706/0001-96,1,,02,20260506,4541206,PR,7907
66.627.717/0001-76,1,,02,20260506,4781400,CE,1319
66.627.728/0001-56,1,,02,20260506,8599604,SP,6969
66.627.737/0001-47,1,,02,20260506,5310502,MT,9907
66.627.748/0001-27,1,,02,20260506,8599604,MG,4039
66.627.759/0001-07,1,,02,20260506,4781400,SP,7107
66.627.770/0001-77,1,,02,20260506,4781400,MG,5217
66.627.781/0001-57,1,,02,20260506,4752100,PA,0411
66.627.792/0001-37,1,,02,20260506,7729201,MG,4123
66.627.804/0001-23,1,,02,20260506,4321500,SC,8327
66.627.816/0001-58,1,LS PERICIA E CONTABILIDADE,02,20260506,6920601,MG,4123
66.627.826/0001-93,1,,02,20260506,4541206,MT,8987
66.627.838/0001-18,1,,02,20260506,5912099,BA,3685
66.627.849/0001-06,1,,02,20260506,4923002,RJ,6001
66.627.861/0001-02,1,,02,19880906,8112500,RS,8801
66.627.871/0001-48,1,,02,20260506,4781400,SP,6929
66.627.881/0001-83,1,,02,20260506,9602501,SP,7145
66.627.892/0001-63,1,,02,20260506,4924800,SP,7107
66.627.903/0001-05,1,,02,20260429,3101200,SP,7107
66.627.914/0001-95,1,,02,20260506,5912099,SP,7099
66.627.924/0001-20,1,,02,20260506,5212500,RS,8877
66.627.935/0001-00,1,,02,20260506,5320201,RJ,6001
66.627.947/0001-35,1,,02,20260506,5320201,PB,2151
66.627.958/0001-15,1,,02,20260506,5320201,RS,8801
66.627.968/0001-50,1,,02,20260506,6462000,MG,4865
66.627.981/0001-00,1,,02,20260506,5611205,RJ,6001
66.627.990/0001-09,1,,02,20260506,7319002,RJ,6001
66.628.000/0001-49,1,,02,20260506,4930202,SP,7107
66.628.010/0001-84,1,,02,20260506,8219999,SP,7107
66.628.021/0001-64,1,,02,20260506,8291100,MG,4865
66.628.032/0001-44,1,,02,20260506,9001906,MT,9067
66.628.044/0001-79,1,,02,20260506,4781400,SP,6425
66.628.053/0001-60,1,IMPACTO FARDAMENTOS,02,20260506,1412601,RN,0434
66.628.063/0001-03,1,,02,20260506,4930201,PR,7493
66.628.073/0001-30,1,ED TECH BLINDAGEM,02,20260414,4520007,SP,7107
66.628.085/0001-65,1,,02,20260506,5612100,RJ,5853
66.628.096/0001-45,1,,02,20260506,8712300,SP,7149
66.628.106/0001-42,1,ELEGANCE,02,20260506,8230002,RO,0013
66.628.117/0001-22,1,,02,20260325,4731800,RJ,6001
66.628.128/0001-02,1,,02,20260506,9602501,SP,6191
66.628.138/0001-48,1,,02,20260505,6319400,MG,4123
66.628.149/0001-28,1,,02,20260506,3314707,MG,4123
66.628.158/0001-19,1,,02,20260506,8712300,SP,6713
66.628.168/0001-54,1,,02,20260506,4929902,AP,0605
66.628.179/0001-34,1,,02,20260506,4781400,AL,2865
66.628.190/0001-02,1,VH CLOTHES,02,20260506,4781400,SP,6439
66.628.201/0001-46,1,,02,20260506,5590699,RJ,5915
13.210.431/0004-77,2,,02,20260506,2229399,SP,6377
66.628.222/0001-61,1,,02,20260506,4712100,CE,1559
66.628.233/0001-41,1,,02,20260506,4729699,RS,8893
66.628.243/0001-87,1,,02,20260506,8219999,SP,6713
66.628.254/0001-67,1,,02,20260506,5320201,SP,6209
66.628.266/0001-91,1,GOES & SOARES MIX STORE,02,20260430,4713002,SP,7097
66.628.278/0001-16,1,,02,20260506,4729699,SP,6401
66.628.289/0001-04,1,,02,20260506,5611201,PA,0523
66.628.300/0001-28,1,,02,20260506,1531902,SC,8321
66.345.536/0001-57,1,,02,20260419,8230002,PR,7535
66.628.320/0001-07,1,,02,20260506,7112000,SP,6769
66.628.332/0001-23,1,,02,20260505,6911701,RJ,5925
66.628.342/0001-69,1,,02,20260506,8219999,RS,8681
66.628.353/0001-49,1,,02,20260506,3299006,SP,6639
66.628.365/0001-73,1,,02,20260506,9602501,DF,9701
66.628.376/0001-53,1,,02,20260506,4520005,SC,8143
66.628.386/0001-99,1,TERREIRO ESCOLA,02,20260505,9491000,CE,1585
66.628.396/0001-24,1,,02,20260506,8219999,RJ,6001
66.628.407/0001-76,1,,02,20260506,4789099,SP,6769
66.628.418/0001-56,1,,02,20260506,9602501,RO,0013
66.628.429/0001-36,1,,02,20260506,4772500,GO,9373
66.628.438/0001-27,1,,02,20260506,5320202,MT,9907
66.628.451/0001-86,1,,02,20260506,8219999,PR,7667
66.628.461/0001-11,1,,02,20260506,9700500,RJ,5813
66.628.473/0001-46,1,,02,20260506,4520007,SP,7075
66.628.483/0001-81,1,,02,20260506,5620104,MG,4147
66.628.494/0001-61,1,EBERTH CELULARES,02,20260506,9512600,TO,9241
05.824.978/0015-97,2,CASA LAR MENINO JOSUE,02,20251006,8730199,SP,7107
66.628.515/0001-49,1,,02,20260506,3101200,RS,8773
66.628.525/0001-84,1,AGS MEDICINA,02,20260506,8630503,PR,7493
66.628.535/0001-10,1,,02,20260506,2542000,RJ,5807
66.628.545/0001-55,1,,02,20260506,9602501,MG,4787
66.628.557/0001-80,1,,02,20260506,4781400,TO,9627
66.628.567/0001-15,1,ONCOLOGIA GIMENES ENSINO E CONSULTORIA,02,20260410,8599604,SP,7107
66.628.576/0001-06,1,,02,20260505,4782201,SP,6607
66.628.588/0001-30,1,,02,20260506,5611205,SP,6875
66.628.599/0001-10,1,,02,20250808,4110700,RS,8851
66.628.610/0001-42,1,EVOLIS SAUDE - INSTITUTO DE PSICOLOGIA INTEGRADA,02,20260506,8650003,DF,9701
66.628.621/0001-22,1,,02,20260506,4541206,BA,3563
66.628.632/0001-02,1,,02,20260506,5223100,SE,3105
66.628.642/0001-48,1,,02,20260506,8219999,BA,3849
66.628.654/0001-72,1,,02,20260506,5320201,SP,7107
66.628.664/0001-08,1,TECNOMIND,02,20260506,9511800,PB,2027
66.628.674/0001-43,1,,02,20260506,4785701,SP,6789
66.628.685/0001-23,1,,02,20260506,4930202,BA,1112
66.628.697/0001-58,1,,02,20260506,5320202,CE,1527
66.628.707/0001-55,1,,02,20260506,9602501,SP,7107
66.628.718/0001-35,1,,02,20260506,5320201,CE,1389
66.628.727/0001-26,1,,02,20260506,8219999,SP,6477
66.628.738/0001-06,1,,02,20260506,2512800,SP,6875
66.628.749/0001-96,1,,02,20260506,8219999,GO,9445
66.628.759/0001-21,1,,02,20260506,4399103,SP,6971
05.441.657/0010-07,2,,02,20260506,4751201,MG,4501
66.628.780/0001-27,1,,02,20260506,6201501,RS,8801
66.628.791/0001-07,1,SUDEPAR PARTICIPACOES,02,20260506,6463800,MG,4123
66.628.802/0001-59,1,,02,20260506,3299099,DF,9701
66.628.812/0001-94,1,,02,20260506,4923002,SP,7107
66.628.823/0001-74,1,,02,20260506,4781400,SP,7103
66.628.833/0001-00,1,,02,20260506,4782201,SP,6563
66.628.845/0001-34,1,ISABELA MARTINS DE BARROS MANCANO,02,20260505,8630503,DF,9701
66.628.856/0001-14,1,,02,20260506,4330404,RS,8937
66.628.866/0001-50,1,,02,20260506,4399199,BA,3363
66.628.877/0001-30,1,,02,20260506,4520001,MT,9937
66.628.888/0001-10,1,,02,20260416,6462000,CE,1389
66.628.899/0001-08,1,,02,20260506,4923002,SP,7099
66.628.910/0001-21,1,,02,20260506,5320201,PE,2531
66.628.921/0001-01,1,,02,20260506,3321000,SP,7075
66.628.932/0001-91,1,,02,20260506,3299099,MG,5027
66.628.944/0001-16,1,ADALACE SOFTWARE,02,20260506,1830003,MS,9051
66.628.954/0001-51,1,,02,20260506,9602501,MG,4911
66.628.965/0001-31,1,,02,20260506,5620104,SP,7107
66.628.974/0001-22,1,,02,20260429,9430800,SP,7107
66.628.984/0001-68,1,PASTEIS E SALGADOS ARAKAKI,02,20260413,5612100,SP,7107
66.628.994/0001-01,1,,02,20260506,1091102,MS,9089
66.629.004/0001-41,1,,02,20260506,8219999,RS,8801
66.629.016/0001-76,1,,02,20260506,4930204,SP,7145
66.629.026/0001-01,1,,02,20260506,9001902,CE,1389
66.629.037/0001-91,1,,02,20260506,4722901,PA,0415
66.629.047/0001-27,1,,02,20260506,8599603,SC,8105
66.629.059/0001-51,1,LYRA CO,02,20260504,4781400,SP,7107
66.629.070/0001-11,1,LEYART PINTURAS,02,20260505,4330404,DF,9701
66.629.081/0001-00,1,,02,20260505,4723700,SP,7107
66.629.091/0001-37,1,,02,20260506,4923002,PE,2531
66.629.102/0001-89,1,,02,20260506,4773300,AM,0281
66.629.112/0001-14,1,,02,20260506,5212500,SP,7107
66.629.120/0001-60,1,,02,20260506,7319002,MT,9167
66.629.132/0001-95,1,,02,20260506,4744004,RJ,5837
66.629.141/0001-86,1,,02,20260506,1091102,MA,0921
66.629.152/0001-66,1,,02,20260427,6911701,SP,6875
66.629.162/0001-00,1,NOTA 10 ELETRONICOS,02,20260505,4752100,MA,0921
66.629.174/0001-26,1,,02,20260506,9609208,PE,2419
66.629.184/0001-61,1,,02,20260506,5223100,RJ,5803
59.625.071/0002-03,2,,02,20260506,4930202,SC,8105
66.629.206/0001-93,1,,02,20260506,2542000,SP,7107
66.629.216/0001-29,1,,02,20260506,4930202,MS,9113
66.629.228/0001-53,1,,02,20260506,2512800,ES,5659
66.629.237/0001-44,1,,02,20260506,4923002,MG,5143
66.629.249/0001-79,1,,02,20260506,9602502,MG,4267
66.629.260/0001-39,1,,02,20260506,8599699,DF,9701
66.629.271/0001-19,1,,02,20260506,7490104,RS,8541
66.629.281/0001-54,1,,02,20260301,4213800,BA,3849
66.629.292/0001-34,1,,02,20260506,9602501,AL,2705
66.629.303/0001-86,1,,02,20260506,4322302,ES,5703
66.135.630/0001-81,1,,08,20260408,4781400,BA,3719
66.629.325/0001-46,1,,02,20260506,4520002,GO,9227
66.629.334/0001-37,1,,08,20260506,4789099,PI,1061
66.629.344/0001-72,1,,02,20260506,8219999,SP,6639
66.629.355/0001-52,1,,02,20260506,4721102,RS,8901
71.983.779/0006-65,2,,02,20260113,0210107,MS,9141
66.629.374/0001-89,1,HIDRONEX CONEXOES,02,20260505,2223400,MG,4675
66.629.384/0001-14,1,VALERIA LANA COMERCIO DE COSMETICOS,02,20260505,4772500,SP,7145
66.629.396/0001-49,1,,02,20260506,8650003,GO,9373
66.629.405/0001-00,1,GAB CARGAS EXPRESS,02,20260504,4930201,RJ,5869
66.629.415/0001-37,1,,02,20260505,7711000,SP,7099
66.629.425/0001-72,1,,02,20260506,4772500,PB,2051
66.629.435/0001-08,1,,02,20260506,9602501,SP,6379
66.629.447/0001-32,1,,02,20260506,8211300,MS,9165
66.629.458/0001-12,1,,02,20260506,7319002,MG,4133
66.629.468/0001-58,1,,02,20260506,8230001,PR,7819
66.629.477/0001-49,1,,02,20260505,8211300,PR,7583
66.629.489/0001-73,1,,02,20260506,4330404,RJ,5869
66.629.500/0001-03,1,,02,20260506,4724500,BA,3595
66.629.512/0001-20,1,,02,20260506,9602502,RS,8589
66.629.522/0001-65,1,,02,20260506,5320202,SP,6831
66.629.532/0001-09,1,,02,20260506,5611203,PR,7495
66.629.543/0001-80,1,,02,20260506,5611203,SP,7017
66.629.555/0001-05,1,,02,20260506,4923002,PE,2419
66.629.565/0001-40,1,,02,20260506,5819100,AM,0255
66.629.576/0001-20,1,,02,20260506,4772500,PR,7623
66.629.586/0001-66,1,,02,20260506,4120400,SP,6291
66.629.597/0001-46,1,,02,20260506,7319002,SP,2951
66.629.606/0001-07,1,,02,20260506,8219999,SP,6789
66.629.614/0001-45,1,,02,20260506,8599605,MT,9067
66.629.624/0001-80,1,,02,20260506,5320202,MT,9937
66.629.632/0001-27,1,,02,20260506,7319002,MT,9871
62.184.066/0001-36,1,,02,20250812,4520001,BA,3993
66.629.653/0001-42,1,,02,20260506,8219999,SC,8105
66.629.662/0001-33,1,,02,20260506,9002701,PR,7595
66.629.673/0001-13,1,,02,20260506,4520001,MG,5403
66.629.683/0001-59,1,,02,20260506,9602501,BA,3849
66.629.695/0001-83,1,,02,20260506,4930204,RJ,6001
66.629.706/0001-25,1,,02,20260506,8599699,PE,2457
66.629.716/0001-60,1,,02,20260506,1749400,RN,1759
66.629.727/0001-40,1,,02,20260506,4781400,AM,0275
66.629.738/0001-20,1,,02,20260506,4751201,MG,5343
66.629.749/0001-00,1,,02,20260430,5811500,SC,8113
66.629.758/0001-00,1,,02,20260506,7319002,SC,8175
66.629.770/0001-06,1,,02,20260506,7319002,SP,7145
66.629.780/0001-41,1,GR COMUNICACAO VISUAL,02,20260506,4329101,RO,0005
66.629.792/0001-76,1,,02,20260506,5611201,DF,9701
66.629.802/0001-73,1,,02,20260506,2542000,TO,9241
66.629.812/0001-09,1,,02,20260506,1412601,RS,8655
66.629.822/0001-44,1,IMEDOR,02,20260506,8630503,SP,7057
66.629.832/0001-80,1,,02,20260506,8219999,PE,2531
66.629.844/0001-04,1,E-MOVE,02,20260505,4541203,SC,0973
66.629.854/0001-40,1,,02,20260506,4789001,SP,6853
35.881.104/0235-01,2,FAZENDA BARRA GRANDE,02,20260415,0113000,SP,6863
66.629.875/0001-65,1,MENDES EMPREENDIMENTOS,02,20260504,4729699,PA,0461
66.629.884/0001-56,1,,02,20260506,9602501,RJ,2909
66.629.895/0001-36,1,,02,20260506,5611203,SP,6637
66.629.904/0001-99,1,NOBRELAM,02,20260506,4744002,PR,7535
66.629.914/0001-24,1,,02,20260506,4930202,SC,8161
66.629.926/0001-59,1,,02,20260506,4520002,PR,7563
66.629.936/0001-94,1,,02,20260506,5320201,SP,7107
66.629.946/0001-20,1,,02,20260506,4399103,MG,4763
65.409.764/0001-80,1,,08,20260302,8712300,PE,2389
66.629.967/0001-45,1,,02,20260506,5320202,PI,1219
66.629.978/0001-25,1,POSTO DEUS E FIEL,02,20260504,4731800,PA,0479
66.629.989/0001-05,1,,02,20260506,2539001,GO,9227
66.630.000/0001-83,1,,02,20260506,4399103,RS,8899
66.630.010/0001-19,1,,02,20260506,5819100,RS,8801
66.630.020/0001-54,1,,02,20260506,8599699,MS,9073
66.630.031/0001-34,1,QUADRO ELETRICO,02,20260430,7020400,SP,7107
66.630.038/0001-56,1,,02,20260506,5320201,MS,9051
66.630.049/0001-36,1,,02,20260506,6399200,RS,8791
66.630.057/0001-82,1,,02,20260506,4781400,SP,7147
66.630.068/0001-62,1,,02,20260506,5320201,CE,1389
66.630.079/0001-42,1,,02,20260506,4399103,RO,0011
66.630.089/0001-88,1,,08,20260506,5620104,SP,6897
66.630.099/0001-13,1,,02,20260506,4729699,BA,3807
66.630.110/0001-45,1,,02,20260506,7911200,PE,2531
66.630.122/0001-70,1,MS SAFETY & LOCACOES,02,20260504,8599604,BA,1112
66.630.131/0001-60,1,,02,20260506,9602501,SC,8169
66.630.142/0001-40,1,,02,20260506,8219999,SP,7107
66.630.152/0001-86,1,ID AGENCY,02,20260505,6319400,PE,2531
65.625.453/0001-59,1,,08,20260311,8020002,SP,7005
66.630.173/0001-00,1,,02,20260506,4930201,SP,7107
66.630.183/0001-37,1,,02,20260506,5320202,SP,7107
66.630.194/0001-17,1,,02,20260506,4761003,MG,4133
66.630.206/0001-03,1,CRUZ FIQUEIREDO ODONTOLOGIA INTEGRADA,02,20260505,8630504,RJ,5819
66.630.216/0001-49,1,,02,20260506,4930202,SP,6681
66.630.226/0001-84,1,HAIVE BR,02,20260506,8599603,PR,7535
66.630.238/0001-09,1,JDM PSICOLOGIA CLINICA,02,20260505,8650003,SP,7107
66.630.248/0001-44,1,,02,20260506,4930201,RJ,5901
66.630.259/0001-24,1,,02,20260506,4772500,MA,0921
66.630.270/0001-94,1,,02,20260506,5612100,DF,9701
66.630.279/0001-03,1,,02,20260506,8640202,SP,7107
66.630.290/0001-65,1,,02,20260506,9512600,AM,0255
66.630.301/0001-07,1,BB CAETANO DISTRIBUIDORA LTDA,02,20260506,4649499,SP,7017
66.630.312/0001-97,1,,02,20260506,4722901,SP,6723
66.630.322/0001-22,1,,02,20260506,7319002,RS,8785
66.630.333/0001-02,1,,02,20260506,3299099,MG,5403
66.630.345/0001-37,1,,02,20260506,5320201,CE,1389
66.630.355/0001-72,1,,08,20260506,4781400,SP,7107
66.630.366/0001-52,1,,02,20260506,5320202,SP,7157
66.630.375/0001-43,1,,02,20260506,9329899,RJ,6001
66.630.387/0001-78,1,,02,20260505,6911701,SP,7107
66.630.397/0001-03,1,,02,20260506,4923002,ES,5699
66.630.408/0001-55,1,,02,20260506,4520003,ES,5699
66.630.417/0001-46,1,VILLA VERDE REPRESENTACOES,02,20260505,4542101,BA,3685
66.630.429/0001-70,1,,08,20260506,5229002,SP,6979
66.630.440/0001-30,1,,02,20260506,9700500,SP,6401
66.630.452/0001-65,1,,02,20260506,4781400,SC,8105
66.630.462/0001-09,1,,02,20260506,5320202,MG,4371
66.630.473/0001-80,1,,02,20260506,5320201,SP,6361
66.630.485/0001-05,1,DIAMANTE MULTI SERVICE,02,20260505,8211300,GO,9373
66.630.496/0001-95,1,,02,20260506,9602502,MG,4959
66.630.507/0001-37,1,,02,20260506,4723700,RO,0003
66.630.517/0001-72,1,,02,20260506,8130300,SC,9985
66.630.529/0001-05,1,,02,20260506,4329101,DF,9701
66.630.540/0001-67,1,MANARY HOLDING LTDA,02,20260505,6462000,RN,1761
66.630.551/0001-47,1,,02,20260506,3299099,PE,2569
66.630.562/0001-27,1,,02,20260506,7420001,GO,9373
66.630.572/0001-62,1,C MENDES HOLDING PATRIMONIAL,02,20260505,6462000,PE,2531
66.630.584/0001-97,1,,02,20260506,8599603,PR,5453
66.630.595/0001-77,1,LEGACY SC,02,20260504,4120400,SC,8105
62.533.271/0001-60,1,,02,20250903,4321500,GO,9373
66.630.615/0001-00,1,,02,20260506,4729699,MG,4371
66.630.626/0001-90,1,,02,20260506,5320201,MA,0921
66.630.637/0001-70,1,,02,20260506,5320201,CE,1389
66.630.648/0001-50,1,,02,20260506,4520005,ES,5625
66.630.656/0001-04,1,ONLY BLACK,02,20260505,8230001,GO,9425
66.630.668/0001-20,1,,02,20260506,8230001,SP,7107
66.630.678/0001-66,1,,02,20260506,8219999,SP,6361
66.630.688/0001-00,1,NEOSELL COMERCIO VAREJISTA DO BRASIL,02,20260505,4713002,SP,7107
66.630.699/0001-81,1,RCLOPES BEAUTY HAIR,02,20260505,9602501,MG,4123
55.621.052/0002-58,2,,02,20260506,4669999,BA,3849
66.630.719/0001-14,1,,02,20260506,4930201,SP,6969
66.630.728/0001-05,1,,02,20260506,9700500,MT,9151
66.630.739/0001-95,1,,02,20260504,8650005,SP,7099
66.630.749/0001-20,1,,02,20260506,5320201,MT,9067
34.355.587/0002-54,2,,02,20260506,7020400,SP,7097
66.630.769/0001-00,1,CLARICE BARROS ARQUITETURA,02,20260505,7111100,ES,5705
66.630.780/0001-61,1,JET TREINAMENTOS,02,20260506,7020400,DF,9701
66.630.790/0001-05,1,,02,20260506,7729202,MS,9787
66.630.801/0001-49,1,,02,20260506,4923002,RJ,6001
66.630.811/0001-84,1,,02,20260506,4930201,SP,7057
66.630.821/0001-10,1,,02,20260506,9602501,GO,9373
66.630.833/0001-44,1,,02,20260506,7319002,PE,2389
66.630.842/0001-35,1,,02,20260506,6190699,PR,7821
66.630.852/0001-70,1,,02,20260506,4520003,SC,8089
66.630.863/0001-50,1,,02,20260506,8219999,CE,1389
66.630.874/0001-30,1,,02,20260506,9529199,GO,9395
66.630.885/0001-10,1,,02,20260506,5320202,SP,7005
66.630.896/0001-09,1,,02,20260506,5620104,BA,3313
66.630.908/0001-97,1,PRO STAGE PRODUCOES,02,20260506,7739003,MG,4483
66.630.920/0001-00,1,,02,20260506,5320202,SP,7107
66.630.932/0001-26,1,,02,20260506,5620104,RS,8521
66.630.942/0001-61,1,,02,20260506,7420004,GO,9221
66.630.951/0001-52,1,,02,20260506,5320201,GO,9373
66.630.962/0001-32,1,,02,20260506,4399103,GO,9445
66.630.975/0001-01,1,,02,20260506,4930201,RJ,6001
66.630.984/0001-00,1,,02,20260505,6462000,MG,4123
66.630.995/0001-82,1,,02,20260506,9609208,MG,4079
66.631.007/0001-10,1,,02,20260506,8230001,MT,9067
66.631.018/0001-08,1,,02,20260506,1091102,MG,5425
66.625.459/0001-99,1,,02,20260506,4923002,CE,1389
66.631.035/0001-37,1,,02,20260506,4930201,SP,6979
66.631.047/0001-61,1,,02,20260506,5611203,AM,0253
